text,label,word_count,cleaned_text,tokens,token_count
$IVR - Invesco says counterparties have sold $3.5B in pledged securities https://t.co/ou1rX5vfeL,2,12,$IVR - invesco says counterparties have sold $3.5b in pledged securities,"['$IVR', '-', 'invesco', 'says', 'counterparties', 'have', 'sold', '$3.5b', 'in', 'pledged', 'securities']",11
Hedge Funds Are Cashing Out Of Watsco Inc (WSO),0,9,hedge funds are cashing out of watsco inc wso,"['hedge', 'funds', 'are', 'cashing', 'out', 'of', 'watsco', 'inc', 'wso']",9
Dapper Labs founder discusses CryptoKitties and digital collectibles,2,8,dapper labs founder discusses cryptokitties and digital collectibles,"['dapper', 'labs', 'founder', 'discusses', 'cryptokitties', 'and', 'digital', 'collectibles']",8
Dozens of Chinese companies have defaulted on debt obligations even after Beijing launched one of the largest state-… https://t.co/UKyJtLOKLi,2,19,dozens of chinese companies have defaulted on debt obligations even after beijing launched one of the largest state-,"['dozens', 'of', 'chinese', 'companies', 'have', 'defaulted', 'on', 'debt', 'obligations', 'even', 'after', 'beijing', 'launched', 'one', 'of', 'the', 'largest', 'state-']",18
MedAdvisor : Lapsing of Hook Options & Appendix 3Y #MedAdvisor #Stock #MarketScreener https://t.co/wvYCXWn47T https://t.co/NxsdR97hBR,2,14,medadvisor lapsing of hook options appendix 3y medadvisor stock marketscreener,"['medadvisor', 'lapsing', 'of', 'hook', 'options', 'appendix', '3y', 'medadvisor', 'stock', 'marketscreener']",10
"S&P 500, Nasdaq notch records to end the week as market weighs merits of limited China trade-deal",1,17,"s p 500, nasdaq notch records to end the week as market weighs merits of limited china trade-deal","['s', 'p', '500', 'nasdaq', 'notch', 'records', 'to', 'end', 'the', 'week', 'as', 'market', 'weighs', 'merits', 'of', 'limited', 'china', 'trade-deal']",18
"$OMF - OneMain Holdings EPS beats by $0.21, beats on revenue https://t.co/wjkkgO3kFK",1,12,"$OMF - onemain holdings eps beats by $0.21, beats on revenue","['$OMF', '-', 'onemain', 'holdings', 'eps', 'beats', 'by', '$0.21', 'beats', 'on', 'revenue']",11
Telix Pharmaceuticals : Webcast of CEO presentation to Jefferies Conference #TelixPharmaceuticals #Stock… https://t.co/byNSIkQ6op,2,13,telix pharmaceuticals webcast of ceo presentation to jefferies conference telixpharmaceuticals stock,"['telix', 'pharmaceuticals', 'webcast', 'of', 'ceo', 'presentation', 'to', 'jefferies', 'conference', 'telixpharmaceuticals', 'stock']",11
$KRTX - Karuna Therapeutics (KRTX) Presents At Piper Jaffray Healthcare Conference - Slideshow. Read more and get u… https://t.co/rOH5m2Aw6q,2,19,$KRTX - karuna therapeutics krtx presents at piper jaffray healthcare conference - slideshow. read more and get u,"['$KRTX', '-', 'karuna', 'therapeutics', 'krtx', 'presents', 'at', 'piper', 'jaffray', 'healthcare', 'conference', '-', 'slideshow', 'read', 'more', 'and', 'get', 'u']",18
The target for the overnight interbank funding rate is decreased by 25 basis points #Stock #MarketScreener… https://t.co/pUpRxfyNco,2,17,the target for the overnight interbank funding rate is decreased by 25 basis points stock marketscreener,"['the', 'target', 'for', 'the', 'overnight', 'interbank', 'funding', 'rate', 'is', 'decreased', 'by', '25', 'basis', 'points', 'stock', 'marketscreener']",16
"UnitedHealth's stock rallies to pace the Dow's gainers, after SunTrust boosts price target",1,13,"unitedhealth's stock rallies to pace the dow's gainers, after suntrust boosts price target","[""unitedhealth's"", 'stock', 'rallies', 'to', 'pace', 'the', ""dow's"", 'gainers', 'after', 'suntrust', 'boosts', 'price', 'target']",13
$NESRF $NHRNY - Northern Star Resources reports 1H results https://t.co/lXlaALdzXs,2,10,$NESRF $NHRNY - northern star resources reports 1h results,"['$NESRF', '$NHRNY', '-', 'northern', 'star', 'resources', 'reports', '1h', 'results']",9
"Gartman: ""the “internals” of the past one or two weeks are not, in our opinion, indicative of a market that should… https://t.co/ALpCYJee4M",2,22,"gartman the internals of the past one or two weeks are not, in our opinion, indicative of a market that should","['gartman', 'the', 'internals', 'of', 'the', 'past', 'one', 'or', 'two', 'weeks', 'are', 'not', 'in', 'our', 'opinion', 'indicative', 'of', 'a', 'market', 'that', 'should']",21
OneWater Marine prices IPO at bottom of recently lowered range,2,10,onewater marine prices ipo at bottom of recently lowered range,"['onewater', 'marine', 'prices', 'ipo', 'at', 'bottom', 'of', 'recently', 'lowered', 'range']",10
$ECONX: November Average Workweek 34.4 vs 34.4 https://t.co/M9gpUZQoF7 consensus https://t.co/JH8SarplLp,2,10,$ECONX november average workweek 34.4 vs 34.4 consensus,"['$ECONX', 'november', 'average', 'workweek', '34.4', 'vs', '34.4', 'consensus']",8
Sanders Says He Had Campaign Best $25 Million Haul in January,2,11,sanders says he had campaign best $25 million haul in january,"['sanders', 'says', 'he', 'had', 'campaign', 'best', '$25', 'million', 'haul', 'in', 'january']",11
"{Free} Macro Week in Review/Preview November 22, 2019, on the blog and here https://t.co/EzxLmLjLsJ $SPY $IWM $QQQ… https://t.co/viMn7UvGjV",2,18,"free macro week in review preview november 22, 2019, on the blog and here $SPY $IWM $QQQ","['free', 'macro', 'week', 'in', 'review', 'preview', 'november', '22', '2019', 'on', 'the', 'blog', 'and', 'here', '$SPY', '$IWM', '$QQQ']",17
CNFinance reports Q3 results,2,4,cnfinance reports q3 results,"['cnfinance', 'reports', 'q3', 'results']",4
Netflix stock falls after Wells Fargo turns bearish,0,8,netflix stock falls after wells fargo turns bearish,"['netflix', 'stock', 'falls', 'after', 'wells', 'fargo', 'turns', 'bearish']",8
$XOM $HES $CEO - Guyana aims for agreement with Exxon on pricing before first oil export https://t.co/yVP8puMRtP,2,17,$XOM $HES $CEO - guyana aims for agreement with exxon on pricing before first oil export,"['$XOM', '$HES', '$CEO', '-', 'guyana', 'aims', 'for', 'agreement', 'with', 'exxon', 'on', 'pricing', 'before', 'first', 'oil', 'export']",16
Trump budget proposes $150 million for creation of uranium reserve,2,10,trump budget proposes $150 million for creation of uranium reserve,"['trump', 'budget', 'proposes', '$150', 'million', 'for', 'creation', 'of', 'uranium', 'reserve']",10
Samoan families are hanging red flags outside their homes to request urgent measles vaccinations. The outbreak has… https://t.co/igtxo7dmdC,2,18,samoan families are hanging red flags outside their homes to request urgent measles vaccinations. the outbreak has,"['samoan', 'families', 'are', 'hanging', 'red', 'flags', 'outside', 'their', 'homes', 'to', 'request', 'urgent', 'measles', 'vaccinations', 'the', 'outbreak', 'has']",17
LIVE: Fed Chair Jerome Powell delivers remarks at the decade's last FOMC meeting https://t.co/4wAYSuWpHF,2,14,live fed chair jerome powell delivers remarks at the decade's last fomc meeting,"['live', 'fed', 'chair', 'jerome', 'powell', 'delivers', 'remarks', 'at', 'the', ""decade's"", 'last', 'fomc', 'meeting']",13
Edited Transcript of SGLB earnings conference call or presentation 14-Nov-19 9:30pm GMT,2,12,edited transcript of sglb earnings conference call or presentation 14-nov-19 9 30pm gmt,"['edited', 'transcript', 'of', 'sglb', 'earnings', 'conference', 'call', 'or', 'presentation', '14-nov-19', '9', '30pm', 'gmt']",13
WEWORK TO CHANGE LEASING MODEL IN MANY CITIES: FT https://t.co/qgvhNSx3Up,2,10,wework to change leasing model in many cities ft,"['wework', 'to', 'change', 'leasing', 'model', 'in', 'many', 'cities', 'ft']",9
European markets soar after Boris Johnson's victory,1,7,european markets soar after boris johnson's victory,"['european', 'markets', 'soar', 'after', 'boris', ""johnson's"", 'victory']",7
"Our Person in the News is Sundar Pichai, the new CEO of Google's parent company Alphabet. This week, the tech execu… https://t.co/2Dx45Bkcgf",2,22,"our person in the news is sundar pichai, the new ceo of google's parent company alphabet. this week, the tech execu","['our', 'person', 'in', 'the', 'news', 'is', 'sundar', 'pichai', 'the', 'new', 'ceo', 'of', ""google's"", 'parent', 'company', 'alphabet', 'this', 'week', 'the', 'tech', 'execu']",21
SK Telecom reports FY results,2,5,sk telecom reports fy results,"['sk', 'telecom', 'reports', 'fy', 'results']",5
JAB Weighs IPO for Coffee Business Including Peet’s Brand,2,9,jab weighs ipo for coffee business including peet s brand,"['jab', 'weighs', 'ipo', 'for', 'coffee', 'business', 'including', 'peet', 's', 'brand']",10
Global Self Storage starts rights offering,2,6,global self storage starts rights offering,"['global', 'self', 'storage', 'starts', 'rights', 'offering']",6
$JAN crazy move in pre-market. Pivot points on chart. https://t.co/TMpQ1C0LDl,2,10,$JAN crazy move in pre-market. pivot points on chart.,"['$JAN', 'crazy', 'move', 'in', 'pre-market', 'pivot', 'points', 'on', 'chart']",9
Rebel in tweed battles to defend his seat against former party https://t.co/I16hXgX5c4,2,12,rebel in tweed battles to defend his seat against former party,"['rebel', 'in', 'tweed', 'battles', 'to', 'defend', 'his', 'seat', 'against', 'former', 'party']",11
Royal Caribbean Cruises Ltd. Full-Year Results Just Came Out: Here's What Analysts Are Forecasting For Next Year,2,17,royal caribbean cruises ltd. full-year results just came out here's what analysts are forecasting for next year,"['royal', 'caribbean', 'cruises', 'ltd', 'full-year', 'results', 'just', 'came', 'out', ""here's"", 'what', 'analysts', 'are', 'forecasting', 'for', 'next', 'year']",17
"From record Cyber Monday sales to a blowout jobs report, these are this week's top stories: https://t.co/wgTzrA4pJC https://t.co/IfD2sLowPk",1,18,"from record cyber monday sales to a blowout jobs report, these are this week's top stories","['from', 'record', 'cyber', 'monday', 'sales', 'to', 'a', 'blowout', 'jobs', 'report', 'these', 'are', 'this', ""week's"", 'top', 'stories']",16
Seattle Holds Landmark Mobile Election in Wake of Iowa Failure,2,10,seattle holds landmark mobile election in wake of iowa failure,"['seattle', 'holds', 'landmark', 'mobile', 'election', 'in', 'wake', 'of', 'iowa', 'failure']",10
"‘Priceless’ Jewelry, Artifacts Stolen From German Museum",2,7,"priceless jewelry, artifacts stolen from german museum","['priceless', 'jewelry', 'artifacts', 'stolen', 'from', 'german', 'museum']",7
General Announcement::Monthly Valuation of Assets and Utilisation of Cash #SingaporeExchange #Stock #MarketScreener… https://t.co/ceKi3BXPZ4,2,13,general announcement monthly valuation of assets and utilisation of cash singaporeexchange stock marketscreener,"['general', 'announcement', 'monthly', 'valuation', 'of', 'assets', 'and', 'utilisation', 'of', 'cash', 'singaporeexchange', 'stock', 'marketscreener']",13
Trading in China ETFs Soars as Trump Upends Tariff Optimism,2,10,trading in china etfs soars as trump upends tariff optimism,"['trading', 'in', 'china', 'etfs', 'soars', 'as', 'trump', 'upends', 'tariff', 'optimism']",10
Overall Fed Temporary Liquidity Continues to Shrink #economy #MarketScreener https://t.co/UjqUoGk3L9 https://t.co/OVGpDhlZOb,0,11,overall fed temporary liquidity continues to shrink economy marketscreener,"['overall', 'fed', 'temporary', 'liquidity', 'continues', 'to', 'shrink', 'economy', 'marketscreener']",9
AutoZone has benefited from a variety of factors such as a healthy U.S. consumer and more older vehicles on the road https://t.co/WJqhPK5iNb,1,22,autozone has benefited from a variety of factors such as a healthy u.s. consumer and more older vehicles on the road,"['autozone', 'has', 'benefited', 'from', 'a', 'variety', 'of', 'factors', 'such', 'as', 'a', 'healthy', 'u.s', 'consumer', 'and', 'more', 'older', 'vehicles', 'on', 'the', 'road']",21
Philip Morris Q4 sales $7.713 bln vs. $7.499 bln; FactSet consensus $7.661 bln,1,13,philip morris q4 sales $7.713 bln vs. $7.499 bln factset consensus $7.661 bln,"['philip', 'morris', 'q4', 'sales', '$7.713', 'bln', 'vs', '$7.499', 'bln', 'factset', 'consensus', '$7.661', 'bln']",13
DealerSocket Completes Acquisition of Auto/Mate,2,5,dealersocket completes acquisition of auto mate,"['dealersocket', 'completes', 'acquisition', 'of', 'auto', 'mate']",6
Senior Africans propose 'standstill' on eurobond debt payments https://t.co/ZjfS6zOBPg,2,9,senior africans propose 'standstill' on eurobond debt payments,"['senior', 'africans', 'propose', ""'standstill'"", 'on', 'eurobond', 'debt', 'payments']",8
Can Ford Bounce Back in 2020?,2,6,can ford bounce back in 2020,"['can', 'ford', 'bounce', 'back', 'in', '2020']",6
Silver to Play a Critical Role in 5G Technologies  https://t.co/7POOYN8ZhV,2,10,silver to play a critical role in 5g technologies,"['silver', 'to', 'play', 'a', 'critical', 'role', 'in', '5g', 'technologies']",9
$MELI - MercadoLibre slips after margin miss https://t.co/1lZIGxchpa,0,8,$MELI - mercadolibre slips after margin miss,"['$MELI', '-', 'mercadolibre', 'slips', 'after', 'margin', 'miss']",7
"Oil prices fell Monday, paring some of their recent rebound after a virtual summit for producers to discuss supply… https://t.co/2RHm8CWP5G",0,20,"oil prices fell monday, paring some of their recent rebound after a virtual summit for producers to discuss supply","['oil', 'prices', 'fell', 'monday', 'paring', 'some', 'of', 'their', 'recent', 'rebound', 'after', 'a', 'virtual', 'summit', 'for', 'producers', 'to', 'discuss', 'supply']",19
Analysts React To FCC Decision On Intelsat C-Band Spectrum Auction,2,10,analysts react to fcc decision on intelsat c-band spectrum auction,"['analysts', 'react', 'to', 'fcc', 'decision', 'on', 'intelsat', 'c-band', 'spectrum', 'auction']",10
US$51.00 - That's What Analysts Think Grubhub Inc. Is Worth After These Results,2,13,us$51.00 - that's what analysts think grubhub inc. is worth after these results,"['us$51.00', '-', ""that's"", 'what', 'analysts', 'think', 'grubhub', 'inc', 'is', 'worth', 'after', 'these', 'results']",13
Stock Market Update: Semiconductor stocks underperform; ICE calls off eBay interest,0,11,stock market update semiconductor stocks underperform ice calls off ebay interest,"['stock', 'market', 'update', 'semiconductor', 'stocks', 'underperform', 'ice', 'calls', 'off', 'ebay', 'interest']",11
"Sterling falls on new Brexit fears, stocks edge higher",0,9,"sterling falls on new brexit fears, stocks edge higher","['sterling', 'falls', 'on', 'new', 'brexit', 'fears', 'stocks', 'edge', 'higher']",9
OPEC+ will adjust its output target and redistribute production cuts between its members under pressure from Saudi… https://t.co/iUHhLCivja,2,18,opec will adjust its output target and redistribute production cuts between its members under pressure from saudi,"['opec', 'will', 'adjust', 'its', 'output', 'target', 'and', 'redistribute', 'production', 'cuts', 'between', 'its', 'members', 'under', 'pressure', 'from', 'saudi']",17
Andaz Brand Debuts in Dubai With the Opening of Andaz Dubai The Palm,2,13,andaz brand debuts in dubai with the opening of andaz dubai the palm,"['andaz', 'brand', 'debuts', 'in', 'dubai', 'with', 'the', 'opening', 'of', 'andaz', 'dubai', 'the', 'palm']",13
Who Gets Face Masks in a Pandemic? Politicians Aren’t So Sure,2,11,who gets face masks in a pandemic politicians aren t so sure,"['who', 'gets', 'face', 'masks', 'in', 'a', 'pandemic', 'politicians', 'aren', 't', 'so', 'sure']",12
"Good news/bad news: Fed's happy, retail isn't",2,7,"good news bad news fed's happy, retail isn't","['good', 'news', 'bad', 'news', ""fed's"", 'happy', 'retail', ""isn't""]",8
"China Becomes Top Filer of International Patents in 2019 Amid Robust Growth for WIPO's IP Services, Treaties and Fi… https://t.co/EcEAy3ZmwW",1,20,"china becomes top filer of international patents in 2019 amid robust growth for wipo's ip services, treaties and fi","['china', 'becomes', 'top', 'filer', 'of', 'international', 'patents', 'in', '2019', 'amid', 'robust', 'growth', 'for', ""wipo's"", 'ip', 'services', 'treaties', 'and', 'fi']",19
